role,company,location,time,link,scraped
Business Analyst,Mahindra & Mahindra Finance Services Limited,"Mumbai, Maharashtra, India",1 hour ago,https://in.linkedin.com/jobs/view/business-analyst-at-mahindra-mahindra-finance-services-limited-3254814649?refId=%2FqABwfqfhObfZ5zz8y53ZQ%3D%3D&trackingId=qbDCEPkQZewKwkCj7gYdzg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,05-09-2022_11:20:44
Business Analyst,OYO,"Gurugram, Haryana, India",23 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-oyo-3253323004?refId=%2FqABwfqfhObfZ5zz8y53ZQ%3D%3D&trackingId=QwKSooRUuXqiyaLLhQvbYg%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,05-09-2022_11:20:44
Business Analyst,Netscribes,"Mumbai, Maharashtra, India",47 minutes ago,https://in.linkedin.com/jobs/view/business-analyst-at-netscribes-3254815968?refId=%2FqABwfqfhObfZ5zz8y53ZQ%3D%3D&trackingId=u4PIsaRYdJdkuXzoTJOWkg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,05-09-2022_11:20:44
Business Analyst,upGrad Rekrut,"Pune, Maharashtra, India",20 minutes ago,https://in.linkedin.com/jobs/view/business-analyst-at-upgrad-rekrut-3247801876?refId=%2FqABwfqfhObfZ5zz8y53ZQ%3D%3D&trackingId=EGvGgfPIQOLrls%2FNMoWKbw%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,05-09-2022_11:20:44
Business Analyst,Deputize Consultancy Pvt Ltd,"Mumbai, Maharashtra, India",16 minutes ago,https://in.linkedin.com/jobs/view/business-analyst-at-deputize-consultancy-pvt-ltd-3247802676?refId=%2FqABwfqfhObfZ5zz8y53ZQ%3D%3D&trackingId=IrTVfqWma00yg0QfLokumg%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,05-09-2022_11:20:44
Technical Business Analyst,Human Pixel Pty Ltd,India,8 hours ago,https://in.linkedin.com/jobs/view/technical-business-analyst-at-human-pixel-pty-ltd-3247151427?refId=%2FqABwfqfhObfZ5zz8y53ZQ%3D%3D&trackingId=m%2BkDn1IotBQLkTaPM4S2Mw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,05-09-2022_11:20:44
RPA Business Analyst,Percipere,"Mumbai, Maharashtra, India",59 minutes ago,https://in.linkedin.com/jobs/view/rpa-business-analyst-at-percipere-3247199810?refId=%2FqABwfqfhObfZ5zz8y53ZQ%3D%3D&trackingId=xG6JoBIfqb0KC6y%2BZsS25w%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,05-09-2022_11:20:44
Business Analyst,MSX International,"Pune, Maharashtra, India",7 minutes ago,https://in.linkedin.com/jobs/view/business-analyst-at-msx-international-3247804546?refId=%2FqABwfqfhObfZ5zz8y53ZQ%3D%3D&trackingId=kJzKSVmjArviugTsfKd2Vg%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,05-09-2022_11:20:44
Business Analyst,OAF Global - Hiring Intelligence,"Chennai, Tamil Nadu, India",57 minutes ago,https://in.linkedin.com/jobs/view/business-analyst-at-oaf-global-hiring-intelligence-3247197901?refId=%2FqABwfqfhObfZ5zz8y53ZQ%3D%3D&trackingId=j9phaMK1DJzpRhmguS9iTw%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,05-09-2022_11:20:44
Business Analyst - Growth,apna,"Bengaluru, Karnataka, India",16 hours ago,https://in.linkedin.com/jobs/view/business-analyst-growth-at-apna-3247102241?refId=%2FqABwfqfhObfZ5zz8y53ZQ%3D%3D&trackingId=faLS5iG%2BAETQkv8oinnORw%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,05-09-2022_11:20:44
Business Analyst,Minerva - Trusted Connections,"Jodhpur, Rajasthan, India",11 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-minerva-trusted-connections-3252304286?refId=%2FqABwfqfhObfZ5zz8y53ZQ%3D%3D&trackingId=JxxCAqOHvj1U901s1fThUQ%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,05-09-2022_11:20:44
Business Analyst - Jira,Giant Eagle GCC,"Bengaluru, Karnataka, India",12 hours ago,https://in.linkedin.com/jobs/view/business-analyst-jira-at-giant-eagle-gcc-3252187151?refId=%2FqABwfqfhObfZ5zz8y53ZQ%3D%3D&trackingId=ftxDc9o3cUA5cPdgIJd3jA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,05-09-2022_11:20:44
