role,company,location,time,link,scraped
Data Analyst,PediaGeek,India,4 minutes ago,https://in.linkedin.com/jobs/view/data-analyst-at-pediageek-3247975077?refId=dTqw5H19ajWJTmLi2mtOcg%3D%3D&trackingId=UsJkIyHzW7aZCcwhhF4BVA%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,02-09-2022_10:37:17
Data Analyst,FanClash,"Gurgaon, Haryana, India",15 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-fanclash-3242284645?refId=dTqw5H19ajWJTmLi2mtOcg%3D%3D&trackingId=ncpa3T8LGtHR%2B74D7wWfcA%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,02-09-2022_10:37:17
Data Analyst (SQL Python),DemandHelm,"Mumbai, Maharashtra, India",22 hours ago,https://in.linkedin.com/jobs/view/data-analyst-sql-python-at-demandhelm-3246415086?refId=dTqw5H19ajWJTmLi2mtOcg%3D%3D&trackingId=1L2CJzIHDSAWPaThNF1GsQ%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,02-09-2022_10:37:17
Data Analyst,Hotstar,"Mumbai, Maharashtra, India",19 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-hotstar-3040388441?refId=dTqw5H19ajWJTmLi2mtOcg%3D%3D&trackingId=MvJb0JxZWp6ImgKUn3AwpQ%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,02-09-2022_10:37:17
MIS/Data Analyst,FloBiz,"Bengaluru, Karnataka, India",22 hours ago,https://in.linkedin.com/jobs/view/mis-data-analyst-at-flobiz-3247552997?refId=dTqw5H19ajWJTmLi2mtOcg%3D%3D&trackingId=BLCKSz9hhf3Rd4ISCqnLEw%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,02-09-2022_10:37:17
Sr. Assoc - Data Analyst,Sutherland,"Hyderabad, Telangana, India",9 hours ago,https://in.linkedin.com/jobs/view/sr-assoc-data-analyst-at-sutherland-3249340586?refId=dTqw5H19ajWJTmLi2mtOcg%3D%3D&trackingId=JgzP%2B%2BgdOvfePZ64vwtVBA%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,02-09-2022_10:37:17
Big Data - Big Data Analyst,Paytm,"Noida, Uttar Pradesh, India",14 hours ago,https://in.linkedin.com/jobs/view/big-data-big-data-analyst-at-paytm-3243215554?refId=dTqw5H19ajWJTmLi2mtOcg%3D%3D&trackingId=qaHeMP4gl7MXss%2BPC6578g%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,02-09-2022_10:37:17
Data Analyst - NLP,LSEG (London Stock Exchange Group),"Bengaluru, Karnataka, India",14 hours ago,https://in.linkedin.com/jobs/view/data-analyst-nlp-at-lseg-london-stock-exchange-group-3243223516?refId=dTqw5H19ajWJTmLi2mtOcg%3D%3D&trackingId=AcYVIhnTAAzDDZ%2FkKh8TCQ%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,02-09-2022_10:37:17
Data Analyst (SQL),Giant Eagle GCC,"Bengaluru, Karnataka, India",11 hours ago,https://in.linkedin.com/jobs/view/data-analyst-sql-at-giant-eagle-gcc-3247307671?refId=dTqw5H19ajWJTmLi2mtOcg%3D%3D&trackingId=EkpMTv1527fpIc%2BZVIqcpA%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,02-09-2022_10:37:17
Data Analyst [SQL],Giant Eagle GCC,"Bengaluru, Karnataka, India",11 hours ago,https://in.linkedin.com/jobs/view/data-analyst-sql-at-giant-eagle-gcc-3247310321?refId=dTqw5H19ajWJTmLi2mtOcg%3D%3D&trackingId=Hdx4jtSCaBWyt%2FKl1oIF2w%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,02-09-2022_10:37:17
