role,company,location,time,link,scraped
Data Analyst,Optum,"Noida, Uttar Pradesh, India",5 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-optum-3256828665?refId=7Qs3uTW23JM3%2FZcEfx2BVw%3D%3D&trackingId=cfZkhyLV3vQK%2FyoqFDl%2FTQ%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,07-09-2022_09:25:34
Data Analyst (SQL Python),DemandHelm,"Mumbai, Maharashtra, India",21 hours ago,https://in.linkedin.com/jobs/view/data-analyst-sql-python-at-demandhelm-3253741297?refId=7Qs3uTW23JM3%2FZcEfx2BVw%3D%3D&trackingId=X2vVktb5biF7JRynmO6Ppg%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,07-09-2022_09:25:34
Data Analyst,Gartner,"Gurgaon, Haryana, India",9 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-gartner-3254086451?refId=7Qs3uTW23JM3%2FZcEfx2BVw%3D%3D&trackingId=amzqKlwC4jHdeBWHvX04Fw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,07-09-2022_09:25:34
Data Analyst [SQL],Giant Eagle GCC,"Bengaluru, Karnataka, India",9 hours ago,https://in.linkedin.com/jobs/view/data-analyst-sql-at-giant-eagle-gcc-3254082706?refId=7Qs3uTW23JM3%2FZcEfx2BVw%3D%3D&trackingId=pwi1qoyjy5DsOfoLr0kyxw%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,07-09-2022_09:25:34
Data Analyst,Zscaler,"Bengaluru, Karnataka, India",11 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-zscaler-3249176277?refId=7Qs3uTW23JM3%2FZcEfx2BVw%3D%3D&trackingId=HICAX5tARcbX%2FMCZTdAk4A%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,07-09-2022_09:25:34
(SQL) Data Analyst,Giant Eagle GCC,"Bengaluru, Karnataka, India",9 hours ago,https://in.linkedin.com/jobs/view/sql-data-analyst-at-giant-eagle-gcc-3254082715?refId=7Qs3uTW23JM3%2FZcEfx2BVw%3D%3D&trackingId=y%2BBCTFFSTVgOvwhkSSD5dw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,07-09-2022_09:25:34
Data and Analytics Analyst,NatWest Group,"New Delhi, Delhi, India",4 hours ago,https://in.linkedin.com/jobs/view/data-and-analytics-analyst-at-natwest-group-3254920250?refId=7Qs3uTW23JM3%2FZcEfx2BVw%3D%3D&trackingId=nGGXsNn6GyFEItkjlnXv7Q%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,07-09-2022_09:25:34
Data Analyst - Python,Simplify360,"Bengaluru, Karnataka, India",11 hours ago,https://in.linkedin.com/jobs/view/data-analyst-python-at-simplify360-3249174136?refId=7Qs3uTW23JM3%2FZcEfx2BVw%3D%3D&trackingId=naV6H77aPl46tXQyTxljrw%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,07-09-2022_09:25:34
Data Modelling Analyst,Prodapt,"Chennai, Tamil Nadu, India",9 hours ago,https://in.linkedin.com/jobs/view/data-modelling-analyst-at-prodapt-3256647962?refId=7Qs3uTW23JM3%2FZcEfx2BVw%3D%3D&trackingId=Iu4GkbWUvOpZmu9P2MV2Zw%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,07-09-2022_09:25:34
Automotive Data Analyst,Kukulkan Manpower Consultancy,"Madurai, Tamil Nadu, India",21 hours ago,NA,07-09-2022_09:25:34
