role,company,location,time,link,scraped
Business Analyst,CGI,"Hyderabad, Telangana, India",13 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-cgi-3244707098?refId=gxnU393ETFWt%2Ftg4ih5zuw%3D%3D&trackingId=NDxz2rfGqfVRXgeODCqwmw%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,Brainium Information Technologies,India,15 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-brainium-information-technologies-3237610246?refId=gxnU393ETFWt%2Ftg4ih5zuw%3D%3D&trackingId=AyyE9OGb2OUQf0XeJrTEMw%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,Confidential,"Delhi, India",1 hour ago,https://in.linkedin.com/jobs/view/business-analyst-at-confidential-3242899317?refId=gxnU393ETFWt%2Ftg4ih5zuw%3D%3D&trackingId=Sk3fwLio%2FFxjGrDlk27reQ%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
IT Business Analyst (Immediate/15-30 Days Joiner),Majoris Technologies,"Bangalore Urban, Karnataka, India",1 hour ago,https://in.linkedin.com/jobs/view/it-business-analyst-immediate-15-30-days-joiner-at-majoris-technologies-3244923327?refId=gxnU393ETFWt%2Ftg4ih5zuw%3D%3D&trackingId=emWW9%2Fum8l6UmuuO%2B7%2Bz0A%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,Maxtra Technologies Pvt Ltd,"Noida, Uttar Pradesh, India",22 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-maxtra-technologies-pvt-ltd-3237243940?refId=gxnU393ETFWt%2Ftg4ih5zuw%3D%3D&trackingId=KLreJzcQfTT1tIXzPSsz2g%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,Covacsis Technologies Pvt. Ltd.,"Mumbai, Maharashtra, India",20 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-covacsis-technologies-pvt-ltd-3241749813?refId=gxnU393ETFWt%2Ftg4ih5zuw%3D%3D&trackingId=I7Mna23XRl%2BktTx5FIUZbw%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,AKS ProTalent,India,1 hour ago,https://in.linkedin.com/jobs/view/business-analyst-at-aks-protalent-3236973066?refId=gxnU393ETFWt%2Ftg4ih5zuw%3D%3D&trackingId=iild8%2FOpJ9sHWrDYFTwdBg%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst (Legal Operations),Infosys BPM,"Hyderabad, Telangana, India",18 hours ago,https://in.linkedin.com/jobs/view/business-analyst-legal-operations-at-infosys-bpm-3233824379?refId=gxnU393ETFWt%2Ftg4ih5zuw%3D%3D&trackingId=X2qbE2DnmaeX5gi2%2FYaRmg%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst - Customer Experience Strategy,Junglee Games,"Gurugram, Haryana, India",20 hours ago,https://in.linkedin.com/jobs/view/business-analyst-customer-experience-strategy-at-junglee-games-3241738445?refId=gxnU393ETFWt%2Ftg4ih5zuw%3D%3D&trackingId=iMBrfIPFLBULvlttETdB%2BA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,"Solera, Inc.","Hyderabad, Telangana, India",19 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-solera-inc-3243716537?refId=gxnU393ETFWt%2Ftg4ih5zuw%3D%3D&trackingId=BtJsBKmGbYa3vgLtEYw6HQ%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Financial Business Analyst,Self Employed,"Gandhinagar, Gujarat, India",50 minutes ago,https://in.linkedin.com/jobs/view/financial-business-analyst-at-self-employed-3238322251?refId=gxnU393ETFWt%2Ftg4ih5zuw%3D%3D&trackingId=OoVTN6TWijGzkbXjMg2pig%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Retail Domain Business Analyst,Tata Consultancy Services,"Bengaluru, Karnataka, India",33 minutes ago,https://in.linkedin.com/jobs/view/retail-domain-business-analyst-at-tata-consultancy-services-3238327804?refId=gxnU393ETFWt%2Ftg4ih5zuw%3D%3D&trackingId=gBjM38SWXAfihGmGDb%2BVfw%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,PayNways,"Noida, Uttar Pradesh, India",1 hour ago,https://in.linkedin.com/jobs/view/business-analyst-at-paynways-3238317922?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=A2i2uxIufKAnhGp3PZnNbg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,EXL,"Bengaluru, Karnataka, India",12 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-exl-3237638224?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=AryZRQtk%2F8cSFbbdCl%2FaNA%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
IT Business Analyst,Batish Technologies Pty Ltd,"Chandigarh, India",29 minutes ago,https://in.linkedin.com/jobs/view/it-business-analyst-at-batish-technologies-pty-ltd-3238333439?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=JMwNmcyGBJly501JWl1nAg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,HRPG Internship,India,1 hour ago,https://in.linkedin.com/jobs/view/business-analyst-at-hrpg-internship-3243006371?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=9tgFWH7jb88XMvCd9QufFA%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,Jobs in Nagpur,India,1 hour ago,https://in.linkedin.com/jobs/view/business-analyst-at-jobs-in-nagpur-3238312133?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=p6yz6nrtM6lxDNpoOtwrgQ%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,ARSCCOM,"Bengaluru, Karnataka, India",7 minutes ago,https://in.linkedin.com/jobs/view/business-analyst-at-arsccom-3238340460?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=JkGigRvWD8OQ4fLjN655vw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,Deputize Consultancy Pvt Ltd,"Mumbai, Maharashtra, India",18 minutes ago,https://in.linkedin.com/jobs/view/business-analyst-at-deputize-consultancy-pvt-ltd-3238334277?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=5lp38%2F6pkkphXctqrG58IQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Information Technology Business Analyst,Aeroflex Industries Limited,"Navi Mumbai, Maharashtra, India",3 hours ago,https://in.linkedin.com/jobs/view/information-technology-business-analyst-at-aeroflex-industries-limited-3242878349?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=Kv3Rqlqy4eAUGadEIF9fHA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,CtrlAltHeal,"Hyderabad, Telangana, India",26 minutes ago,https://in.linkedin.com/jobs/view/business-analyst-at-ctrlaltheal-3243024478?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=rT072u4kNCip7%2B9klgFHVw%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst (0-2 yrs work-exp),Workfall,India,22 hours ago,https://in.linkedin.com/jobs/view/business-analyst-0-2-yrs-work-exp-at-workfall-3241486668?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=iX36nzO28RD4UiNbEAE40w%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,Adecco,"Bengaluru, Karnataka, India",20 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-adecco-3237257798?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=ye3WimDAohBF9niJcRU31A%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst - Insurance,Newgen Software,"Noida, Uttar Pradesh, India",14 hours ago,https://in.linkedin.com/jobs/view/business-analyst-insurance-at-newgen-software-3233287856?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=xBwUA0eGybeSFmqO0uiaEg%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,CGI,"Hyderabad, Telangana, India",13 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-cgi-3244707098?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=EFX756WbIZGL0xuw%2Fgf9Wg%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,Brainium Information Technologies,India,15 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-brainium-information-technologies-3237610246?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=d9Xna%2Fd6Ph7%2FixinD361Fg%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,Confidential,"Delhi, India",1 hour ago,https://in.linkedin.com/jobs/view/business-analyst-at-confidential-3242899317?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=LJoECD%2F8ZhcPgsN9czmjDg%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
IT Business Analyst (Immediate/15-30 Days Joiner),Majoris Technologies,"Bangalore Urban, Karnataka, India",1 hour ago,https://in.linkedin.com/jobs/view/it-business-analyst-immediate-15-30-days-joiner-at-majoris-technologies-3244923327?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=mJ1dfLpqQKvXV1bGvq9X4g%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,Maxtra Technologies Pvt Ltd,"Noida, Uttar Pradesh, India",22 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-maxtra-technologies-pvt-ltd-3237243940?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=MUtMZk9YL3VVsLVPebHp8g%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,Covacsis Technologies Pvt. Ltd.,"Mumbai, Maharashtra, India",20 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-covacsis-technologies-pvt-ltd-3241749813?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=NgO2CQPSkndCTSiH%2B8FPig%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,AKS ProTalent,India,1 hour ago,https://in.linkedin.com/jobs/view/business-analyst-at-aks-protalent-3236973066?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=qIJPl%2FoBDQVuYuTPPTsSJA%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst (Legal Operations),Infosys BPM,"Hyderabad, Telangana, India",18 hours ago,https://in.linkedin.com/jobs/view/business-analyst-legal-operations-at-infosys-bpm-3233824379?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=5WFzCiB0ITSSA6JbPYmjsg%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst - Customer Experience Strategy,Junglee Games,"Gurugram, Haryana, India",20 hours ago,https://in.linkedin.com/jobs/view/business-analyst-customer-experience-strategy-at-junglee-games-3241738445?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=HgRnm81PLVi%2B3NL0bOqCxQ%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,"Solera, Inc.","Hyderabad, Telangana, India",19 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-solera-inc-3243716537?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=biOSgRjLdj%2BzFWRyMMzrKQ%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Financial Business Analyst,Self Employed,"Gandhinagar, Gujarat, India",50 minutes ago,https://in.linkedin.com/jobs/view/financial-business-analyst-at-self-employed-3238322251?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=tfDwBTeuDSBTRw2wvbfftw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Retail Domain Business Analyst,Tata Consultancy Services,"Bengaluru, Karnataka, India",33 minutes ago,https://in.linkedin.com/jobs/view/retail-domain-business-analyst-at-tata-consultancy-services-3238327804?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=GZc60QlNBcqhLC%2F8u49RQQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Senior Business Analyst,Mastercard,"Pune, Maharashtra, India",11 hours ago,https://in.linkedin.com/jobs/view/senior-business-analyst-at-mastercard-3242314640?refId=xjnDWi%2B%2B5224h0CL%2FbxnUA%3D%3D&trackingId=Eq8QuoiwsFCt8sHUBfZqlw%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,PayNways,"Noida, Uttar Pradesh, India",1 hour ago,https://in.linkedin.com/jobs/view/business-analyst-at-paynways-3238317922?refId=teB5XJdWiUvxpZpUCwEQ5Q%3D%3D&trackingId=kfbvgcULJt%2B%2F9qDCUcExXA%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,EXL,"Bengaluru, Karnataka, India",12 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-exl-3237638224?refId=teB5XJdWiUvxpZpUCwEQ5Q%3D%3D&trackingId=U%2BXxNNjk3TFF4PFWjP0%2FzQ%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
IT Business Analyst,Batish Technologies Pty Ltd,"Chandigarh, India",29 minutes ago,https://in.linkedin.com/jobs/view/it-business-analyst-at-batish-technologies-pty-ltd-3238333439?refId=teB5XJdWiUvxpZpUCwEQ5Q%3D%3D&trackingId=%2Bn%2FR5OiCLd8Jy%2BbQgVE33Q%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,HRPG Internship,India,1 hour ago,https://in.linkedin.com/jobs/view/business-analyst-at-hrpg-internship-3243006371?refId=teB5XJdWiUvxpZpUCwEQ5Q%3D%3D&trackingId=oeD6h%2FjV8euQJzQXMe15cg%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,Jobs in Nagpur,India,1 hour ago,https://in.linkedin.com/jobs/view/business-analyst-at-jobs-in-nagpur-3238312133?refId=teB5XJdWiUvxpZpUCwEQ5Q%3D%3D&trackingId=GJo6tguuSG98NOLH0x4Sfg%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,ARSCCOM,"Bengaluru, Karnataka, India",7 minutes ago,https://in.linkedin.com/jobs/view/business-analyst-at-arsccom-3238340460?refId=teB5XJdWiUvxpZpUCwEQ5Q%3D%3D&trackingId=t8p8oo8lXt4u7y8CoIESZg%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,Deputize Consultancy Pvt Ltd,"Mumbai, Maharashtra, India",19 minutes ago,https://in.linkedin.com/jobs/view/business-analyst-at-deputize-consultancy-pvt-ltd-3238334277?refId=teB5XJdWiUvxpZpUCwEQ5Q%3D%3D&trackingId=yShVzkLbo0NZF3hhYnOPnA%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Information Technology Business Analyst,Aeroflex Industries Limited,"Navi Mumbai, Maharashtra, India",3 hours ago,https://in.linkedin.com/jobs/view/information-technology-business-analyst-at-aeroflex-industries-limited-3242878349?refId=teB5XJdWiUvxpZpUCwEQ5Q%3D%3D&trackingId=7tIQ%2BCZe%2BJF0sS1OFeAasg%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,CtrlAltHeal,"Hyderabad, Telangana, India",26 minutes ago,https://in.linkedin.com/jobs/view/business-analyst-at-ctrlaltheal-3243024478?refId=teB5XJdWiUvxpZpUCwEQ5Q%3D%3D&trackingId=mCabYZH5%2F7X4DCns7%2BLblA%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst (0-2 yrs work-exp),Workfall,India,22 hours ago,https://in.linkedin.com/jobs/view/business-analyst-0-2-yrs-work-exp-at-workfall-3241486668?refId=teB5XJdWiUvxpZpUCwEQ5Q%3D%3D&trackingId=ncYIzpvCZ1J2X%2FlCUygOhQ%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,Adecco,"Bengaluru, Karnataka, India",20 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-adecco-3237257798?refId=teB5XJdWiUvxpZpUCwEQ5Q%3D%3D&trackingId=%2FZcC7RgK6qABwpczFv9U%2Bw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst - Insurance,Newgen Software,"Noida, Uttar Pradesh, India",14 hours ago,https://in.linkedin.com/jobs/view/business-analyst-insurance-at-newgen-software-3233287856?refId=teB5XJdWiUvxpZpUCwEQ5Q%3D%3D&trackingId=7vwT0ZJpTPmc1Lb9ArP1mQ%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,CGI,"Hyderabad, Telangana, India",13 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-cgi-3244707098?refId=teB5XJdWiUvxpZpUCwEQ5Q%3D%3D&trackingId=8f069dzw4paUcTiu4QyzHA%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,Brainium Information Technologies,India,15 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-brainium-information-technologies-3237610246?refId=teB5XJdWiUvxpZpUCwEQ5Q%3D%3D&trackingId=CvU%2B5Fstny5noafNX9v2wA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,Confidential,"Delhi, India",1 hour ago,https://in.linkedin.com/jobs/view/business-analyst-at-confidential-3242899317?refId=teB5XJdWiUvxpZpUCwEQ5Q%3D%3D&trackingId=Y6mBwnwX1pXA%2FSwGKS9E5A%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
IT Business Analyst (Immediate/15-30 Days Joiner),Majoris Technologies,"Bangalore Urban, Karnataka, India",1 hour ago,https://in.linkedin.com/jobs/view/it-business-analyst-immediate-15-30-days-joiner-at-majoris-technologies-3244923327?refId=teB5XJdWiUvxpZpUCwEQ5Q%3D%3D&trackingId=pK2SNH6e7GTB%2Fx6WYJILTw%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,Maxtra Technologies Pvt Ltd,"Noida, Uttar Pradesh, India",22 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-maxtra-technologies-pvt-ltd-3237243940?refId=teB5XJdWiUvxpZpUCwEQ5Q%3D%3D&trackingId=rfgC4GD9BI5yFGLhF8XjHg%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,Covacsis Technologies Pvt. Ltd.,"Mumbai, Maharashtra, India",20 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-covacsis-technologies-pvt-ltd-3241749813?refId=teB5XJdWiUvxpZpUCwEQ5Q%3D%3D&trackingId=kGso9aSLm6GoSMWjFpE7xA%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,AKS ProTalent,India,1 hour ago,https://in.linkedin.com/jobs/view/business-analyst-at-aks-protalent-3236973066?refId=teB5XJdWiUvxpZpUCwEQ5Q%3D%3D&trackingId=l4mOVXt8IvUxQp9piawLQQ%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst (Legal Operations),Infosys BPM,"Hyderabad, Telangana, India",18 hours ago,https://in.linkedin.com/jobs/view/business-analyst-legal-operations-at-infosys-bpm-3233824379?refId=teB5XJdWiUvxpZpUCwEQ5Q%3D%3D&trackingId=eLarpYTciAVsoD0tWUZikw%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst - Customer Experience Strategy,Junglee Games,"Gurugram, Haryana, India",20 hours ago,https://in.linkedin.com/jobs/view/business-analyst-customer-experience-strategy-at-junglee-games-3241738445?refId=teB5XJdWiUvxpZpUCwEQ5Q%3D%3D&trackingId=CI6mXm4qDVAN6Vckf1TDWA%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Business Analyst,"Solera, Inc.","Hyderabad, Telangana, India",19 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-solera-inc-3243716537?refId=teB5XJdWiUvxpZpUCwEQ5Q%3D%3D&trackingId=%2FXy2gQLp2K7Dk5tkScF7iQ%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
Financial Business Analyst,Self Employed,"Gandhinagar, Gujarat, India",51 minutes ago,https://in.linkedin.com/jobs/view/financial-business-analyst-at-self-employed-3238322251?refId=teB5XJdWiUvxpZpUCwEQ5Q%3D%3D&trackingId=pbOpMewU%2FDMGSvq6%2BwYfTw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,30-08-2022_11:00:04
