role,company,location,time,link,Domain,scraped,Experience
Data Analyst,Nua,"Mumbai, Maharashtra, India",19 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-nua-3373527669?refId=vMpgKqto%2FRwk8f58jv4%2Bng%3D%3D&trackingId=XmmX18FZlQzoGU7vkoukyA%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,29-11-2022_10:30:25,3-4 years of B2C Analytics experience
Data Analyst,Geektrust,India,22 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-geektrust-3378224736?refId=vMpgKqto%2FRwk8f58jv4%2Bng%3D%3D&trackingId=2NQyT6AFaWHPgPSzA5zmSA%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,29-11-2022_10:30:25,
Data Analyst - Consumer Analytics,Eli Lilly and Company,"Bengaluru, Karnataka, India",17 hours ago,https://in.linkedin.com/jobs/view/data-analyst-consumer-analytics-at-eli-lilly-and-company-3378716688?refId=vMpgKqto%2FRwk8f58jv4%2Bng%3D%3D&trackingId=UknN%2BkbAx2INVCoVEz8DQg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,29-11-2022_10:30:25,
Data Analyst,Molex,"Bengaluru, Karnataka, India",21 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-molex-3378241469?refId=vMpgKqto%2FRwk8f58jv4%2Bng%3D%3D&trackingId=GNNvYWXQYLhEmCRxrNchfw%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,29-11-2022_10:30:25,"EXPERIENCE



3+ years, 3-4years of experience"
Data Analyst,Our Parking Space,India,54 minutes ago,https://in.linkedin.com/jobs/view/data-analyst-at-our-parking-space-3379483944?refId=vMpgKqto%2FRwk8f58jv4%2Bng%3D%3D&trackingId=NOvLBSylySOpJOWBZk4bIA%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,29-11-2022_10:30:25,"experience
1 - 2 years"
Data Analyst,Johnson Controls,"Bengaluru, Karnataka, India",17 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-johnson-controls-3315856863?refId=vMpgKqto%2FRwk8f58jv4%2Bng%3D%3D&trackingId=peoUdwbbHERH9FDyimTpyw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,29-11-2022_10:30:25,
Data Analyst,Events by L,"Bengaluru, Karnataka, India",17 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-events-by-l-3373538491?refId=vMpgKqto%2FRwk8f58jv4%2Bng%3D%3D&trackingId=Z6XRrwim8t4nI3NLmrVG8Q%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,29-11-2022_10:30:25,2-4 years of experience
Data Analyst,Consistent HR Solutions,"Bengaluru, Karnataka, India",29 minutes ago,https://in.linkedin.com/jobs/view/data-analyst-at-consistent-hr-solutions-3375165611?refId=vMpgKqto%2FRwk8f58jv4%2Bng%3D%3D&trackingId=r7rH5Aedwb8Z76NLIpS3QA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,29-11-2022_10:30:25,Experience 4 to 8 Years
Data Analyst,Applicantz,"Bangalore Urban, Karnataka, India",18 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-applicantz-3378481513?refId=vMpgKqto%2FRwk8f58jv4%2Bng%3D%3D&trackingId=RUYJHbXhDyv%2F5RbhJ6hN8Q%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,29-11-2022_10:30:25,Experience Level 5-7 years
"Data Analyst, Trilogy (Remote) - $60,000/year USD",Crossover,"Bengaluru, Karnataka, India",21 hours ago,https://in.linkedin.com/jobs/view/data-analyst-trilogy-remote-%2460-000-year-usd-at-crossover-3367087555?refId=vMpgKqto%2FRwk8f58jv4%2Bng%3D%3D&trackingId=v6ZhIq0D%2Fxn9ALKxY3tcOw%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,29-11-2022_10:30:25,
